Establishment_id,Name,Category,City,State,Zip,Address_line_1,Address_line_2,Type,location_1,Zip Codes,Distance_to_McKeldin
2509,CVS PHARMACY 1514,Convenience Store,BRENTWOOD,MD,20722,3611 BLADENSBURG RD,,Food Establishments,POINT (-76.95145 38.934672),17161,3.5527085854442144
2510,CVS PHARMACY 2016,Convenience Store,GREENBELT,MD,20770,5910 GREENBELT RD,,Food Establishments,POINT (-76.913283 38.998137),16242,1.9070674929484175
2511,CVS PHARMACY 1489,Convenience Store,LANDOVER,MD,20785,6516 LANDOVER RD,,Food Establishments,POINT (-76.900997 38.931946),31451,4.416255284478228
2512,CVS PHARMACY 3789,Convenience Store,CAPITOL HEIGHTS,MD,20743,4840 MARLBORO PIKE,,Food Establishments,POINT (-76.930091 38.873308),15568,7.810792389493215
2513,CVS PHARMACY 1795,Convenience Store,UPPER MARLBORO,MD,20772,5100 BROWN STATION RD,,Food Establishments,POINT (-76.764264 38.820518),17002,15.005763844119171
2514,CVS PHARMACY 1448,Convenience Store,NEW CARROLLTON,MD,20784,8201 ANNAPOLIS RD,,Food Establishments,POINT (-76.87276 38.955778),10891,4.414627613838804
2515,CVS PHARMACY 5875,Convenience Store,BOWIE,MD,20720,6001 HIGH BRIDGE RD,,Food Establishments,POINT (-76.773396 38.972882),16440,9.287137676297913
2516,CVS PHARMACY 1443,Convenience Store,NEW CARROLLTON,MD,20784,7401 ANNAPOLIS RD,,Food Establishments,POINT (-76.887745 38.948343),10891,4.031587869928886
2517,CVS PHARMACY 1800,Convenience Store,LANDOVER,MD,20785,7041 MARTIN LUTHER KING JR HWY,,Food Establishments,POINT (-76.884716 38.915069),31451,5.870603839721229
2518,CVS PHARMACY 452,Convenience Store,GREENBELT,MD,20770,7607 GREENBELT RD,,Food Establishments,POINT (-76.875712 38.994129),16242,3.776428603859903
2520,CVS PHARMACY 1511,Convenience Store,OXON HILL,MD,20745,6221 OXON HILL RD,,Food Establishments,POINT (-76.98377 38.804065),15574,12.717633852510303
2522,CVS PHARMACY 1447,Convenience Store,LAUREL,MD,20707,320 DOMER AVE,,Food Establishments,POINT (-76.854758 39.095313),15996,8.974179369714719
2523,CVS PHARMACY 2239,Convenience Store,FORT WASHINGTON,MD,20744,8201 OXON HILL RD,,Food Establishments,POINT (-77.00597 38.777029),15572,14.779644287014888
2524,CVS PHARMACY 1469,Convenience Store,OXON HILL,MD,20745,4901 INDIAN HEAD HWY,,Food Establishments,POINT (-77.001165 38.821026),15574,11.770360080212646
2525,CVS PHARMACY 1457,Convenience Store,FORT WASHINGTON,MD,20744,11906 LIVINGSTON RD,,Food Establishments,POINT (-76.989511 38.725445),15572,18.127663579445745
2526,CVS PHARMACY 1470,Convenience Store,UPPER MARLBORO,MD,20772,7600 CRAIN HWY,,Food Establishments,POINT (-76.793014 38.784946),17002,16.106555217493327
2527,RED ROOF INN,Hotel,COLLEGE PARK,MD,20740,9137 BALTIMORE AVE,,Food Establishments,POINT (-76.930118 39.005478),15305,1.570220961637978
2528,D'CELINOS ORIENTAL STORE,Convenience Store,FORT WASHINGTON,MD,20744,737 CADY DR,,Food Establishments,POINT (-76.99624 38.759621),15572,15.853046672815514
2530,DOLLAR TREE 654,Dollar Store,HYATTSVILLE,MD,20783,1535 UNIVERSITY BLVD,F,Food Establishments,POINT (-76.98136 38.984964),10889,1.9549304645372674
2532,DENNISS EXPRESS,Grocery Store,TAKOMA PARK,MD,20912,6315 NEW HAMPSHIRE AVE,,Food Establishments,POINT (-77.002058 38.966138),10889,3.3586419254035373
2533,DIGITAL BEANERY,Convenience Store,MITCHELLVILLE,MD,20721,10258 LAKE ARBOR WAY,,Food Establishments,POINT (-76.82792 38.905996),17158,8.380336677294954
2536,DODGE CITY MARKET,Convenience Store,DISTRICT HTS,MD,20747,7409 MARLBORO PIKE,,Food Establishments,POINT (-76.878309 38.847759),15814,10.187768262638002
2537,MOMINA DOLLAR PLUS FOOD STORE,Convenience Store,SUITLAND,MD,20746,3512 Old Silver Hill Rd,,Food Establishments,POINT (-76.949382 38.84378),15577,9.808582581259103
2538,DOLLAR & SENSE,Convenience Store,BRENTWOOD,MD,20722,3701 BLADENSBURG RD,,Food Establishments,POINT (-76.951026 38.934866),17161,3.5372453135738686
2539,DOLLAR CITY,Dollar Store,GREENBELT,MD,20770,6180 GREENBELT RD,,Food Establishments,POINT (-76.907313 38.997227),16242,2.1767860859169548
2540,DOLLAR CITY,Dollar Store,HYATTSVILLE,MD,20783,8001 NEW HAMPSHIRE AVE,,Food Establishments,POINT (-76.987503 38.989927),10889,2.300989560547504
2541,DOLLAR CITY & MORE,Dollar Store,LANHAM,MD,20706,9416 LANHAM SEVERN RD,,Food Establishments,POINT (-76.845787 38.972757),15994,5.422391952628191
2542,DOLLAR CITY,Dollar Store,HYATTSVILLE,MD,20783,1425 UNIVERSITY BLVD,,Food Establishments,POINT (-76.982669 38.985747),10889,2.0242910579694815
2544,DOLLAR GENERAL 7986,Dollar Store,FORT WASHINGTON,MD,20744,12788 OLD FORT RD,,Food Establishments,POINT (-76.988463 38.712935),15572,18.97632127382008
2545,DOLLAR GENERAL 7742,Convenience Store,UPPER MARLBORO,MD,20772,5757 CRAIN HWY,,Food Establishments,POINT (-76.74003 38.810461),17002,16.391115000416978
2546,DOLLAR GENERAL STORE 12707,Dollar Store,BOWIE,MD,20715,6934 LAUREL BOWIE RD,,Food Establishments,POINT (-76.757428 38.98555),16435,10.102294037849184
2547,DOLLAR HOUSE PLUS,Convenience Store,WEST HYATTSVILLE,MD,20782,5803 EASTERN AVE,,Food Establishments,POINT (-76.995339 38.96014),25088,3.239260024048168
2550,Dollar City,Dollar Store,BLADENSBURG,MD,20710,5434 ANNAPOLIS RD,,Food Establishments,POINT (-76.923754 38.938884),16001,3.442553392896425
2551,DOLLAR PLUS STORE,Convenience Store,TAKOMA PARK,MD,20912,6871 NEW HAMPSHIRE AVE,,Food Establishments,POINT (-76.994936 38.974576),2327,2.79685366393776
2554,DOLLAR SURPLUS,Dollar Store,LANDOVER,MD,20785,7718 LANDOVER RD,,Food Establishments,POINT (-76.881078 38.927401),31451,5.308617838520874
2555,DOLLAR TREE 636,Dollar Store,DISTRICT HTS,MD,20747,5572 SILVER HILL RD,,Food Establishments,POINT (-76.912287 38.852624),15814,9.363926865800858
2556,DOLLAR TREE 647,Dollar Store,NEW CARROLLTON,MD,20784,6539 ANNAPOLIS RD,,Food Establishments,POINT (-76.904836 38.940532),10891,3.8083265527166503
2557,DOLLAR TREE 674,Dollar Store,LANHAM-SEABROOK,MD,20706,9453 ANNAPOLIS RD,,Food Establishments,POINT (-76.843821 38.965071),15994,5.638561007785001
2558,DOLLAR TREE 1694,Dollar Store,SPRINGDALE,MD,20774,850 LARGO CENTER DR,,Food Establishments,POINT (-76.837316 38.900636),8340,8.265279078051686
2559,DOLLAR TREE 793,Dollar Store,DISTRICT HTS,MD,20747,3014 DONNELL DR,,Food Establishments,POINT (-76.885041 38.849185),15814,9.97226888849282
2561,DOLLAR TREE 1705,Dollar Store,LAUREL,MD,20707,9620 FORT MEADE RD,,Food Establishments,POINT (-76.838916 39.095521),15996,9.474175391279243
2562,DOLLAR TREE 3651,Dollar Store,OXON HILL,MD,20745,5209 INDIAN HEAD HWY,,Food Establishments,POINT (-76.999745 38.818646),15574,11.909940414690697
2563,DOLLAR TREE 1110,Dollar Store,BOWIE,MD,20715,6832 RACE TRACK RD,,Food Establishments,POINT (-76.729131 38.983705),16435,11.62687784215677
2564,DOLLAR TREE 828,Dollar Store,SPRINGDALE,MD,20774,10488 CAMPUS WAY,,Food Establishments,POINT (-76.822892 38.895438),8340,9.071415418658002
2565,DOLLAR TREE 361,Dollar Store,Fort Washington,MD,20744,912 East Swan Creek RD,,Food Establishments,POINT (-76.995169 38.724318),15572,18.24741487722922
2566,DOLLAR TREE 4992,Dollar Store,Bowie,MD,20716,15461 EXCELSIOR DR,,Food Establishments,POINT (-76.736425 38.945301),16438,11.580504860674992
2567,DOLLAR TREE 1122,Dollar Store,CLINTON,MD,20735,8829 BRANCH AVE,,Food Establishments,POINT (-76.879667 38.747251),15298,16.837893061501656
2568,DOLLAR TREE 625,Dollar Store,OXON HILL,MD,20745,6111 OXON HILL RD,,Food Establishments,POINT (-76.980792 38.80435),15574,12.672856253127796
2569,DOLLAR TREE 5258,Dollar Store,RIVERDALE,MD,20737,6250 KENILWORTH AVE,,Food Establishments,POINT (-76.919117 38.963508),15302,2.0846734268565816
2570,DOLLAR TREE 4347,Dollar Store,GREENBELT,MD,20770,7573 GREENBELT RD,,Food Establishments,POINT (-76.876837 38.994017),16242,3.715393611079962
2571,DOLLAR TREE STORES 4618,Dollar Store,TEMPLE HILLS,MD,20748,4019 BRANCH AVE,,Food Establishments,POINT (-76.943845 38.835795),15817,10.356844589163671
2572,DOLLAR VALUE CITY,Dollar Store,BLADENSBURG,MD,20710,4920 ANNAPOLIS RD,A,Food Establishments,POINT (-76.933097 38.939451),16001,3.2705861343291525
2573,DOLLAR VALUE CITY,Dollar Store,RIVERDALE,MD,20737,5715 RIVERDALE RD,,Food Establishments,POINT (-76.918725 38.959201),15302,2.3265593696331064
2575,DUVAL HIGH SCHOOL CONCESSION STAND,Public School,LANHAM-SEABROOK,MD,20706,9880 GOOD LUCK RD,,Food Establishments,POINT (-76.837396 38.987513),15994,5.797891940425211
2577,EAST PINES PHARMACY,Convenience Store,RIVERDALE,MD,20737,6003 66TH AVE,102,Food Establishments,POINT (-76.903714 38.960221),15302,2.846930102687735
2578,EASTERN AVENUE BP,Gas Station Store,MOUNT RAINIER,MD,20712,4501 EASTERN AVE,,Food Establishments,POINT (-76.973982 38.943476),16003,3.3169051832027314
2579,ECONOLODGE,Hotel,COLLEGE PARK,MD,20740,9624 BALTIMORE AVE,,Food Establishments,POINT (-76.928193 39.012471),15305,2.0436544815356443
2580,EL PALENQUE MINI GROCERY,Grocery Store,MOUNT RAINIER,MD,20712,3408 RHODE ISLAND AVE,,Food Establishments,POINT (-76.960221 38.936802),16003,3.4859687445717973
2581,EL CHAPARITO GROCERY,Grocery Store,BLADENSBURG,MD,20710,4826 ANNAPOLIS RD,,Food Establishments,POINT (-76.935066 38.939357),16001,3.2577368912730313
2582,EMMA DOLLAR STORE & MORE,Convenience Store,WEST HYATTSVILLE,MD,20782,3104 HAMILTON ST,,Food Establishments,POINT (-76.963247 38.956104),8789,2.2785952804218
2583,ENTERPRISE SUNOCO,Gas Station Store,MITCHELLVILLE,MD,20721,12224 CENTRAL AVE,,Food Establishments,POINT (-76.793512 38.900062),8340,10.0869346150812
2584,J&A ENVIOS EXPRESS,Grocery Store,BLADENSBURG,MD,20710,5400 ANNAPOLIS RD,,Food Establishments,POINT (-76.926606 38.938997),16001,3.386971447155259
2585,EXPRESS FOOD MARKET,Convenience Store,CAPITOL HEIGHTS,MD,20743,4901 MARLBORO PIKE,,Food Establishments,POINT (-76.926434 38.872471),15568,7.890868735120426
2586,F & W CONVENIENCE,Convenience Store,FORT WASHINGTON,MD,20744,974 EAST SWAN CREEK RD,,Food Establishments,POINT (-76.991913 38.725158),15572,18.164853629080536
2587,FABER COE & GREGG,Membership Warehouse,LANDOVER,MD,20785,4300 GARDEN CITY DR,,Food Establishments,POINT (-76.869554 38.947722),31451,4.846216819023762
2588,FAMILY DOLLAR 7429,Convenience Store,CAPITOL HEIGHTS,MD,20743,4795 MARLBORO PIKE,,Food Establishments,POINT (-76.930828 38.873442),15568,7.797590540440551
2589,FAMILY DOLLAR 6590,Convenience Store,CAPITOL HEIGHTS,MD,20743,1482 ADDISON RD SOUTH,,Food Establishments,POINT (-76.892631 38.867869),15568,8.620391828387442
2590,FAMILY DOLLAR 8424,Convenience Store,HYATTSVILLE,MD,20783,2020 UNIVERSITY BLVD,,Food Establishments,POINT (-76.977624 38.983598),10889,1.7600506006796717
2591,FAMILY DOLLAR 6304,Convenience Store,DISTRICT HTS,MD,20747,6611 MARLBORO PIKE,,Food Establishments,POINT (-76.892545 38.852037),15814,9.660238202168765
2592,FAMILY DOLLAR STORE 8973,Convenience Store,GLENARDEN,MD,20706,7939 ANNAPOLIS RD,,Food Establishments,POINT (-76.875319 38.954307),10891,4.3436758917355744
2593,FAMILY DOLLAR STORE 6588,Convenience Store,TEMPLE HILLS,MD,20748,2330 IVERSON ST,,Food Establishments,POINT (-76.958896 38.833674),15817,10.529340803833856
2594,DOLLAR GENERAL STORE 19134,Dollar Store,CAPITOL HEIGHTS,MD,20743,9185 CENTRAL AVE,,Food Establishments,POINT (-76.850578 38.891079),15568,8.290182632380247
2595,FAMILY DOLLAR STORE 5642,Convenience Store,MOUNT RAINIER,MD,20712,3179 QUEENS CHAPEL RD,,Food Establishments,POINT (-76.967107 38.950677),16003,2.7060989233461834
2596,DOLLAR GENERAL STORE 19137,Dollar Store,OXON HILL,MD,20745,5110 INDIAN HEAD HWY,,Food Establishments,POINT (-76.999825 38.819181),15574,11.875255631815763
2597,FAMILY DOLLAR STORE 7520,Convenience Store,OXON HILL,MD,20745,5454 ST BARNABAS RD,,Food Establishments,POINT (-76.964194 38.814324),15572,11.882496484957825
2598,DOLLAR GENERAL 19136,Dollar Store,MOUNT RAINIER,MD,20712,2201 VARNUM ST,,Food Establishments,POINT (-76.973094 38.943773),16003,3.2765273977727967
2599,FAMILY DOLLAR STORE 4479,Convenience Store,SUITLAND,MD,20746,4803 ALLENTOWN RD,,Food Establishments,POINT (-76.889641 38.819062),15577,11.892282330541498
2600,DOLLAR GENERAL STORE 19139,Dollar Store,CAMP SPRINGS,MD,20748,3265 BRINKLEY RD,,Food Establishments,POINT (-76.951454 38.803726),15817,12.573454224340214
2601,FAMILY DOLLAR STORE 1979,Convenience Store,CAPITOL HEIGHTS,MD,20743,5927 MARTIN LUTHER KING JR HWY,,Food Establishments,POINT (-76.904751 38.897975),15568,6.4444989456302615
2603,FAMILY DOLLAR STORE 2292,Convenience Store,NEW CARROLLTON,MD,20784,6711 ANNAPOLIS RD,,Food Establishments,POINT (-76.902133 38.94303),10891,3.7557382431006148
2604,FAMILY DOLLAR STORE 2338,Convenience Store,TEMPLE HILLS,MD,20748,4325 ST BARNABAS RD,,Food Establishments,POINT (-76.942183 38.829601),15817,10.78501780144969
2605,FAMILY DOLLAR STORE 5638,Convenience Store,OXON HILL,MD,20745,6151 LIVINGSTON RD,,Food Establishments,POINT (-76.990372 38.804611),15574,12.743867671116847
2606,FAMILY DOLLAR STORE 5577,Convenience Store,RIVERDALE,MD,20737,6818 RIVERDALE RD,,Food Establishments,POINT (-76.897472 38.964365),15302,2.963494085558313
2607,DOLLAR GENERAL STORE 19135,Dollar Store,GLENARDEN,MD,20706,9347 ANNAPOLIS RD,,Food Establishments,POINT (-76.844725 38.965245),15994,5.588426841851351
2608,FAMILY DOLLAR STORE 4138,Convenience Store,TEMPLE HILLS,MD,20748,7059 ALLENTOWN RD,,Food Establishments,POINT (-76.92675 38.793545),15817,13.307723137421394
2609,FAMILY DOLLAR STORE 4466,Convenience Store,DISTRICT HTS,MD,20747,5844 SILVER HILL RD,,Food Establishments,POINT (-76.905481 38.856031),15814,9.21120111375476
2610,FAMILY DOLLAR STORE 2179,Convenience Store,LANDOVER,MD,20785,7327 LANDOVER RD,,Food Establishments,POINT (-76.888848 38.926669),31451,5.08745516064395
2611,FAMILY DOLLAR STORE 8719,Convenience Store,LAUREL,MD,20708,13602 LAUREL BOWIE RD,,Food Establishments,POINT (-76.848642 39.075756),15999,8.081462342790678
2614,FILIPINO GLOBAL MARKET,Grocery Store,OXON HILL,MD,20745,6365 LIVINGSTON RD,,Food Establishments,POINT (-76.987239 38.801759),15574,12.906199577775228
2617,FORESTVILLE EXXON,,DISTRICT HTS,MD,20747,7631 MARLBORO PIKE,,Food Establishments,POINT (-76.873538 38.844189),15814,10.510114413376629
2619,FORT FOOTE SHELL,Gas Station Store,FORT WASHINGTON,MD,20744,8511 OXON HILL RD,,Food Establishments,POINT (-77.005979 38.772266),15572,15.100286958600718
2620,FORT WASHINGTON POOL SNACK BAR,Snack Bar/Concession Stand,FORT WASHINGTON,MD,20744,13601 KING CHARLES TER,,Food Establishments,POINT (-77.024793 38.703434),15572,19.955693979098303
2621,FOUR WAY STOP MARKET & CARRY OUT,Grocery Store,WEST HYATTSVILLE,MD,20782,5910 40TH AVE,,Food Establishments,POINT (-76.94963 38.95993),8789,1.8104544582586073
2622,FRANK'S TAVERN,Carry-out,CAPITOL HEIGHTS,MD,20743,1703 KENILWORTH AVE,,Food Establishments,POINT (-76.933729 38.912354),15568,5.112200000139308
2624,FRIENDLY FOOD MART,Carry-out,TEMPLE HILLS,MD,20748,2308 IVERSON ST,,Food Establishments,POINT (-76.959567 38.833282),15817,10.558927819043419
2627,GALAXY FOOD MARKET,Convenience Store,SUITLAND,MD,20746,4917 SUITLAND RD,,Food Establishments,POINT (-76.92239 38.847487),15577,9.628013691676529
2628,GENERAL NUTRITION CENTER 8002,,BOWIE,MD,20716,15416 EMERALD WAY,,Food Establishments,POINT (-76.735679 38.943931),16438,11.642751593724181
2635,GENERAL NUTRITION CENTER 1617,,LANHAM-SEABROOK,MD,20706,9339 ANNAPOLIS RD,,Food Establishments,POINT (-76.846393 38.965304),15994,5.500581531678207
2636,GENERAL NUTRITION CENTER 7315,,BOWIE,MD,20716,3536 CRAIN HWY,,Food Establishments,POINT (-76.717984 38.936681),16438,12.693177454468037
2637,GENERAL NUTRITION CENTER,,COLLEGE PARK,MD,20740,4744 CHERRY HILL RD,,Food Establishments,POINT (-76.929009 39.015119),15305,2.1910663118160993
2639,GENERAL NUTRITION CENTER 563,,WEST HYATTSVILLE,MD,20782,3500 EAST WEST HWY,,Food Establishments,POINT (-76.958574 38.966903),8789,1.5006460185474981
2641,FLOWERS BAKERY CAFE LAUREL,Bakery/Catering,LAUREL,MD,20707,603 7TH ST,104,Food Establishments,POINT (-76.855907 39.102444),15996,9.359598309186515
2642,GLUT FOOD CO-OP,Grocery Store,MOUNT RAINIER,MD,20712,4005 34TH ST,,Food Establishments,POINT (-76.960773 38.938468),16003,3.3816557159788476
2643,GNS CHECK CASHING,,LANHAM-SEABROOK,MD,20706,9033 LANHAM SEVERN RD,,Food Establishments,POINT (-76.860219 38.963798),15994,4.81729336613113
2644,Spagnvola Chocolatier,Pre-Packaged Only,OXON HILL,MD,20745,181 WATERFRONT ST,,Food Establishments,POINT (-77.017171 38.783508),15574,14.494363561897575
2647,GOODY CORNER,Convenience Store,TEMPLE HILLS,MD,20748,6104 OLD BRANCH AVE,,Food Establishments,POINT (-76.909013 38.80598),15817,12.56451440216803
2648,GOODY CORNER,Convenience Store,LARGO,MD,20774,1221 MERCANTILE LN,,Food Establishments,POINT (-76.837239 38.907435),8340,7.941074967763078
2649,GOURMET POPCORN,Carry-out,GREENBELT,MD,20770,6154 GREENBELT RD,,Food Establishments,POINT (-76.907671 38.997286),16242,2.160272665604815
2651,GREENBELT SHELL,Gas Station Store,GREENBELT,MD,20770,8711 GREENBELT RD,,Food Establishments,POINT (-76.857638 38.991223),16242,4.721095868764228
2652,HABESHA INTERNATIONAL MARKET,Grocery Store,MOUNT RAINIER,MD,20712,2311 VARNUM ST,,Food Establishments,POINT (-76.972514 38.944271),16003,3.231668249205938
2653,HAMPTON MALL EXXON,Gas Station Store,CAPITOL HEIGHTS,MD,20743,8901 CENTRAL AVE,,Food Establishments,POINT (-76.852241 38.890696),15568,8.256485991530596
2654,HARBOUR WAY EXXON,Gas Station Store,BOWIE,MD,20716,16450 HARBOUR WAY,,Food Establishments,POINT (-76.718954 38.948666),16438,12.44518192676417
2655,HERBAL INFUSION,Convenience Store,FORT WASHINGTON,MD,20744,952 EAST SWAN CREEK RD,B,Food Establishments,POINT (-76.9928 38.724869),15572,18.191304324327547
2656,HIGH POINT HIGH SCHOOL CONCESSION STAND,Public School,BELTSVILLE,MD,20705,3601 POWDER MILL RD,,Food Establishments,POINT (-76.946403 39.041594),15750,3.840276370925999
2660,HOME DEPOT 8550,,UPPER MARLBORO,MD,20772,15410 CHRYSLER DR,,Food Establishments,POINT (-76.737562 38.817475),17002,16.128742852216803
2663,INTERSTATE FUEL & AUTO CARE,Gas Station Store,SUITLAND,MD,20746,4109 SILVER HILL RD,,Food Establishments,POINT (-76.940322 38.841224),15577,9.985421327242745
2666,JENNY CRAIG WEIGHT LOSS CENTRE 4416,Convenience Store,SPRINGDALE,MD,20774,10420 CAMPUS WAY,,Food Establishments,POINT (-76.823615 38.89277),8340,9.171290016357254
2667,JO-ANN FABRICS AND CRAFT STORES 2148,,BRANDYWINE,MD,20613,15920 CRAIN HWY,,Food Establishments,POINT (-76.87588 38.674142),9221,21.82887713879875
2668,JOE'S MOVEMENT EMPORIUM,Snack Bar/Concession Stand,MOUNT RAINIER,MD,20712,3309 BUNKER HILL RD,,Food Establishments,POINT (-76.961471 38.938065),16003,3.4181002015753617
2669,J'S QUIK STOP,Convenience Store,SPRINGDALE,MD,20774,790 HARRY S TRUMAN DR,,Food Establishments,POINT (-76.828294 38.879166),8340,9.686430769489268
2671,KENTLAND EXXON,Gas Station Store,LANDOVER,MD,20785,7545 LANDOVER RD,,Food Establishments,POINT (-76.884878 38.926783),31451,5.211396223672029
2672,KENTLAND VILLAGE SHELL,Gas Station Store,LANDOVER,MD,20785,7301 LANDOVER RD,,Food Establishments,POINT (-76.889775 38.926945),31451,5.042516875145672
2673,KEY PROVISIONS,Pre-Packaged Only,OXON HILL,MD,20745,201 WATERFRONT ST,,Food Establishments,POINT (-77.016084 38.782417),15574,14.551355097893685
2675,KIRKWOOD MARKET,Grocery Store,WEST HYATTSVILLE,MD,20782,2721 NICHOLSON ST,,Food Establishments,POINT (-76.970808 38.960979),8789,2.209948413177843
2676,KMART 3798,,HYATTSVILLE,MD,20783,6411 RIGGS RD,,Food Establishments,POINT (-76.985692 38.96838),8789,2.500052902466124
2678,KMART 7282,Grocery Store,CLINTON,MD,20735,8827 WOODYARD RD,,Food Establishments,POINT (-76.883502 38.768983),15298,15.32907590785299
2679,LA BENDICION MARKET,Convenience Store,TEMPLE HILLS,MD,20748,5922 ALLENTOWN WAY,12,Food Establishments,POINT (-76.905006 38.801178),15817,12.92621028718628
2680,LA ESPERANZA GROCERY 2,Grocery Store,TEMPLE HILLS,MD,20748,6303 ALLENTOWN RD,,Food Establishments,POINT (-76.907293 38.803617),15817,12.740072293918098
2682,LA FLOR DE PUEBLA BAKERY,Bakery,HYATTSVILLE,MD,20781,5024 EDMONSTON RD,,Food Establishments,POINT (-76.925654 38.950277),8347,2.672615753637879
2684,LANDOVER SUNOCO,Gas Station Store,LANDOVER,MD,20785,7530 MARTIN LUTHER KING JR HWY,,Food Establishments,POINT (-76.877237 38.922085),31451,5.722493930676209
2685,LANHAM SEVERN SKATING RINK,Snack Bar/Concession Stand,LANHAM-SEABROOK,MD,20706,9901 LANHAM SEVERN RD,,Food Establishments,POINT (-76.835542 38.97834),15994,5.920277340000061
2688,LAUREL FOOD MART,Convenience Store,LAUREL,MD,20707,9107 MARSHALL AVE,,Food Establishments,POINT (-76.848522 39.095288),15996,9.15872234977561
2689,LAUREL MUNICIPAL SWIMMING POOL SNACK BAR,Snack Bar/Concession Stand,LAUREL,MD,20707,901 MAIN ST,,Food Establishments,POINT (-76.858114 39.109778),15996,9.739783305199571
2690,LAUREL REGIONAL HOSPITAL AUXILIARY GIFT SHOP,Health Care Facility,LAUREL,MD,20707,7300 VAN DUSEN RD,,Food Establishments,POINT (-76.881591 39.084742),15996,7.623798048088826
2691,LAUREL SUNOCO,Gas Station Store,LAUREL,MD,20708,12705 LAUREL BOWIE RD,,Food Establishments,POINT (-76.839437 39.064695),15999,7.862951160668271
2692,LAUREL SUNOCO,Gas Station Store,Laurel,MD,20707,820 Second ST,,Food Establishments,POINT (-76.849174 39.097278),15996,9.252473571582978
2693,LAUREL-BELTSVILLE SENIOR ACTIVITY CENTER,Fire/Community Hall,LAUREL,MD,20707,7120 CONTEE RD,,Food Establishments,POINT (-76.884197 39.084888),15996,7.571108497523722
2694,LEE'S CONVENIENCE MART,Convenience Store,FORT WASHINGTON,MD,20744,8500 ALLENTOWN RD,A-B,Food Establishments,POINT (-76.951065 38.773041),15572,14.68893097950473
2695,HARBOR MARKET,Convenience Store,OXON HILL,MD,20745,5515 LIVINGSTON RD,,Food Establishments,POINT (-76.996515 38.815053),15574,12.109197598732065
2696,LEE'S MINI MART,Convenience Store,District Heights,MD,20747,5400 Marlboro PIKE,,Food Establishments,POINT (-76.9152 38.864484),15814,8.530873070596533
2698,LEWISDALE MARKET,Convenience Store,HYATTSVILLE,MD,20783,7701 23RD AVE,,Food Establishments,POINT (-76.971313 38.983146),10889,1.4259131275143107
2699,LIVINGSTON ROAD BP,Gas Station Store,OXON HILL,MD,20745,5507 LIVINGSTON RD,,Food Establishments,POINT (-76.99699 38.815152),15574,12.108441848227647
2700,LONE CEDAR FARM,Farmer's Market,HYATTSVILLE,MD,20783,9015 ADELPHI RD,,Food Establishments,POINT (-76.966395 39.003278),10889,1.6581244827009762
2701,LORI'S GIFT SHOP 245,,LANHAM-SEABROOK,MD,20706,8118 GOOD LUCK RD,,Food Establishments,POINT (-76.864641 38.980428),15994,4.346907522855177
2704,Food Mart at Valero,Convenience Store,LANDOVER,MD,20785,7887 BARLOWE RD,,Food Establishments,POINT (-76.87091 38.918681),31451,6.121889232624252
2705,LOWEST PRICE GAS,Gas Station Store,BRENTWOOD,MD,20722,3800 RHODE ISLAND AVE,,Food Establishments,POINT (-76.95556 38.939141),17161,3.2768436242896373
2706,LUCKY LOTTERY,Convenience Store,DISTRICT HEIGHTS,MD,20747,6027 MARLBORO PIKE,,Food Establishments,POINT (-76.902649 38.856231),15814,9.234368997268856
2707,LUCKY MARKET,,CAPITOL HEIGHTS,MD,20743,5240 MARLBORO PIKE,,Food Establishments,POINT (-76.916733 38.866338),15814,8.389885741798011
2708,LUCKY MART,Convenience Store,BRENTWOOD,MD,20722,4201 BLADENSBURG RD,,Food Establishments,POINT (-76.945937 38.937052),17161,3.372201406565426
2711,MACY'S,,TEMPLE HILLS,MD,20748,4101 BRANCH AVE,,Food Establishments,POINT (-76.942918 38.83459),15817,10.440399141428637
2715,MARLBORO PIKE SHELL,Gas Station Store,DISTRICT HEIGHTS,MD,20747,5921 SILVER HILL RD,,Food Establishments,POINT (-76.904567 38.856793),15814,9.171668464776577
2716,MARLBORO VOLUNTEER FIRE DEPARTMENT,Fire/Community Hall,UPPER MARLBORO,MD,20772,14815 PRATT ST,,Food Establishments,POINT (-76.748503 38.817492),17002,15.724645574526383
2717,MARLTON EXXON,Gas Station Store,UPPER MARLBORO,MD,20772,7625 CRAIN HWY,,Food Establishments,POINT (-76.794538 38.784251),17002,16.10630215814782
2723,MARSHALLS 517,,BRANDYWINE,MD,20613,15918 CRAIN HWY,,Food Establishments,POINT (-76.875901 38.673733),9221,21.85648233945009
2724,MARSHALLS 503,,LANDOVER,MD,20785,940 LARGO CENTER DR,,Food Establishments,POINT (-76.837713 38.901415),8340,8.212014446119465
2727,MAXWAY 1890,,WEST HYATTSVILLE,MD,20782,5601 SARGENT RD,,Food Establishments,POINT (-76.986657 38.959137),8789,2.9037021822558255
2728,MAXWAY 1889,,LANDOVER,MD,20785,7778 LANDOVER RD,,Food Establishments,POINT (-76.878846 38.927405),31451,5.387236479862338
2729,MAXWAY 628,,TEMPLE HILLS,MD,20748,4221 BRANCH AVE,,Food Establishments,POINT (-76.942069 38.833609),15817,10.508668893046858
2730,MB DOLLAR AND UP,Convenience Store,TEMPLE HILLS,MD,20748,3885 BRANCH AVE,,Food Establishments,POINT (-76.945018 38.837315),15817,10.251785116046122
